page_number,listing_number,title,location,address,description,bedrooms,bathrooms,parking spaces,size,price,listing_link,agency
15,116941763,2 Bedroom Apartment / Flat,Karen,"Jacob Chege Dr Nairobi, Karen, Nairobi","2 Bedroom Apartment for Rent – Karen (Bogani Road)
Rent: KES 45,000 per month
This",2,1,,99 m²,KSh 45 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116941763,
15,116949863,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM TWO ENSUITE APARTMENT FOR RENT IN WESTLANDS RHAPTA ROAD

Modern 3-Bedroom",3,3,2,170 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116949863,
16,116941836,2 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Fully Furnished 2-Bedroom Cottage To Let – Karen
Rent: KShs. 220,000 per month
Experience",2,2,,99 m²,KSh 220 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116941836,
16,116978291,3 Bedroom House,Muthaiga North,"Muthaiga North Rd Nairobi, Muthaiga North, Nairobi","Nestled within a gated community in a serene neighbourhood in Muthaiga North ,this 3",3,3,2,250 m²,KSh 180 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-muthaiga-north-116978291,Shieldon Relocators
16,116963708,3 Bedroom House,Karen,"Kasuku Cl Nairobi, Karen, Nairobi","Elegant 3-Bedroom Bungalow with Guest House for Rent in Karen
Rent: KES 280,000 per",3,3,,180 m²,KSh 280 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116963708,
16,101756322,Commercial Property,Kilimani,"Ngong Rd Nairobi, Kilimani, Nairobi","The Maisionnette is located in a serene secure and quiet environment easily accessed.
All",,,,212 m²,KSh 130 000,https://www.property24.co.ke/commercial-property-to-rent-in-kilimani-101756322,
16,116958463,4 Bedroom House,Karen,"Lower Plains Rd Nairobi, Karen, Nairobi","Four-Bedroom All En-Suite Bungalow for Rent in Karen (Shared Compound)
Rent: KES 200,000",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116958463,
16,116934445,1 Bedroom Apartment / Flat,Lavington,"Gitanga Rd Nairobi, Lavington, Nairobi","ONE BEDROOM APARTMENT FOR RENT IN LAVINGTON

One bedroom apartment for rent in Lavington",1,1,1,60 m²,KSh 40 000,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-lavington-116934445,
16,116987197,2 Bedroom Apartment / Flat,Westlands,"PQPP+H97 Rhapta Road, Westlands, Nairobi","This apartment has the following features;
(i)	It has 2 bedrooms, both en-suite with an",2,2.5,2,180 m²,KSh 160 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987197,Talma Homes
16,116987196,2 Bedroom Apartment / Flat,Westlands,"126 Rhapta Road, Westlands, Nairobi","This apartment has the following features;
(i)	It has 2 bedrooms, both en-suite with an",2,2.5,2,180 m²,KSh 160 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116987196,Talma Homes
16,116928686,5 Bedroom House,Karen,"Nzohe Road Nairobi, Karen, Nairobi","Modern 5-Bedroom Villa To Let in Karen
Rent: KES 450,000 per month
Discover this elegant",5,5,,450 m²,KSh 450 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928686,
16,116942139,1 Bedroom House,Karen,"Bogani Rd Nairobi, Karen, Nairobi","1-Bedroom House for Rent – Karen
Rent: KES 45,000 per month
Service Charge: KES",1,1,,75 m²,KSh 45 000,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116942139,
16,116990055,3 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Rental Price: KSh 120,000/month
Discover upscale living in this luxurious 3-bedroom",3,3,2,140 m²,KSh 120 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kilimani-116990055,Hervic Agencies
16,116966597,5 Bedroom Townhouse,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",Experience refined family living in the heart of Lavington with this beautifully designed,5,5,3,450 m²,KSh 300 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-lavington-116966597,
16,116983350,4 Bedroom House,Kiambu Road,"Kiambu Rd Kiambu, Kiambu Road, Nairobi",A well-lit living room and family room. A neat open kitchen fitted with branded appliances.,4,5,4,300 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-kiambu-road-116983350,
16,116981864,4 Bedroom Townhouse,Lavington,"Convent Dr Nairobi, Lavington, Nairobi","The Townhouse is located in a serene secure and quiet environment easily accessed.
All are",4,5,4,233 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-lavington-116981864,
16,116980183,Commercial Property,Kilimani,"Ngong Rd Nairobi, Kilimani, Nairobi","The Maisionnette is located in a serene secure and quiet environment easily accessed.
All",,,,212 m²,KSh 130 000,https://www.property24.co.ke/commercial-property-to-rent-in-kilimani-116980183,
16,116926872,2 Bedroom House,Muthaiga North,"Muthaiga Nairobi, Muthaiga North, Nairobi","Located in one of the most desirable parts of Old Muthaiga.
Rent:
USD 3,500 per month",2,3,2,99 m²,KSh 387 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-muthaiga-north-116926872,Trisums Investments Co. Ltd
16,116949833,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT IN WESTLANDS, RHAPTA ROAD

Letting a modern",3,4,2,210 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116949833,
16,116936866,3 Bedroom House,Karen,"Jacob Chege Dr Nairobi, Karen, Nairobi","3-Bedroom Bungalow + DSQ To Let in Karen
Residential Rent: Kshs. 165,000/-
Silent Office",3,2,2,180 m²,KSh 250 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116936866,
16,116936855,3 Bedroom House,Karen,"Jacob Chege Dr Nairobi, Karen, Nairobi","3-Bedroom Bungalow + DSQ To Let in Karen
Residential Rent: Kshs. 165,000/-
Silent Office",3,2,2,180 m²,KSh 165 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116936855,
16,116949880,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM TWO ENSUITE APARTMENT FOR RENT IN WESTLANDS RHAPTA ROAD

Modern 3-Bedroom",3,3,2,170 m²,KSh 140 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116949880,
16,116975230,4 Bedroom House,Karen,"Miotoni Rd Karen, Karen, Nairobi","High-Quality Newly Built 4-Bedroom All-En-Suite Home for Rent in Karen (Miotoni)
Rent: KES",4,4,,300 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116975230,
17,116941245,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR RENT IN KILIMANI

AVAILABLE FOR RENT: A",4,5,2,270 m²,KSh 170 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-116941245,
17,116941234,4 Bedroom Apartment / Flat,Kilimani,"Kilimani Estate Kilimani, Kilimani, Nairobi","FOUR BEDROOM ALL ENSUITE PLUS DSQ APARTMENT FOR RENT IN KILIMANI

AVAILABLE FOR RENT: A",4,5,2,270 m²,KSh 170 000,https://www.property24.co.ke/4-bedroom-apartment-flat-to-rent-in-kilimani-116941234,
17,116982346,2 Bedroom Apartment / Flat,Kileleshwa,"Kileleshwa Nairobi, Kileleshwa, Nairobi","For Rent: Fully Furnished 2-Bedroom Apartment in Kileleshwa – Ksh 230,000 per Month
Prime",2,2,1,21 m²,KSh 240 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kileleshwa-116982346,
17,116979445,3 Bedroom Apartment / Flat,Kilimani,"Riara Rd Maziwa, Kilimani, Nairobi","The apartment is located in a serene secure and quiet environment easily accessed.
All are",3,3,2,112 m²,KSh 95 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kilimani-116979445,
17,116936920,3 Bedroom Apartment / Flat,Karen,"Marist Ln Nairobi, Karen, Nairobi","Modern 3-Bedroom Apartment To Let – Karen
Rent: KES 80,000 per month
Discover comfort and",3,2,,180 m²,KSh 80 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-karen-116936920,
17,116993107,2 Bedroom Apartment / Flat,Westlands,"Westlands, Westlands, Nairobi","Discover the perfect blend of style and convenience with this exquisite 2-bedroom,",2,2,2,100 m²,KSh 140 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116993107,Hervic Agencies
17,116934313,5 Bedroom House,Lavington,"Convent Dr Nairobi, Lavington, Nairobi","FIVE-BEDROOM ALL ENSUITE PLUS DSQ VILLA FOR RENT IN LAVINGTON

An elegant and spacious",5,5,3,350 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-lavington-116934313,
17,116941815,2 Bedroom House,Karen,"Karen Brooks Rd Nairobi, Karen, Nairobi","Fully Furnished & Serviced 2-Bedroom Cottage To Let – Tree Lane Estate, Karen
Rent: KES",2,2,,99 m²,KSh 180 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-karen-116941815,
17,116933497,4 Bedroom House,Karen,"Ndege Rd Nairobi, Karen, Nairobi","Modern 4-Bedroom All En-Suite Houses for Sale in Karen
Set in a quiet, leafy, and highly",4,4,,300 m²,KSh 140 000 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933497,
17,116981467,2 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi",A modern two bedroom unit is available to let in Syokimau behind Gateway mall at ksh 42K,2,2,1,80 m²,KSh 42 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-syokimau-116981467,
17,116949847,3 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","THREE BEDROOM ALL ENSUITE PLUS DSQ APARTMENT IN WESTLANDS, RHAPTA ROAD

Letting a modern",3,4,2,210 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116949847,
17,101747413,2 Bedroom Apartment / Flat,Syokimau,"Syokimau Nairobi, Syokimau, Nairobi",A modern two bedroom unit is available to let in Syokimau behind Gateway mall at ksh 42K,2,2,1,80 m²,KSh 42 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-syokimau-101747413,
17,116936752,3 Bedroom House,Karen,"Mukinduri Rd Nairobi, Karen, Nairobi","Charming 3-Bedroom Bungalow To Let in Karen
Rent: KES 150,000 per month
This",3,2,,180 m²,KSh 150 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116936752,
17,116941927,2 Bedroom Apartment / Flat,Karen,"Three-Dee Ln Karen, Karen, Nairobi","2-Bedroom Furnished Apartment for Rent in Karen
•	Rent (Furnished): KES 150,000 per",2,2,,99 m²,KSh 100 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-karen-116941927,
17,116949931,6 Bedroom House,Karen,"Bogani Rd Nairobi, Karen, Nairobi","Luxurious 6-Bedroom Villa for Rent in Karen – Bogani Road
?? Location: Bogani Road,",6,6,,450 m²,KSh 420 000,https://www.property24.co.ke/6-bedroom-house-to-rent-in-karen-116949931,
17,116956344,2 Bedroom Apartment / Flat,Kilimani,"Argwings Kodhek Rd Nairobi, Kilimani, Nairobi",FURNISHED TWO BEDROOM APARTMENT FOR RENT IN KILIMANI - Preference long-term stay from two,2,3,1,90 m²,KSh 220 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116956344,
17,116981199,4 Bedroom Townhouse,Karen,"Karen Karen, Karen, Nairobi",An exquisite high-quality 4-Bedroom All-En-Suite Home sitting on 0.25 acres within a gated,4,4,2,0.25 acres,KSh 250 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-karen-116981199,
17,116963085,Commercial Property,Westlands,"Westlands Rd Nairobi, Westlands, Nairobi","700 FT² OFFICE SPACE FOR RENT IN WESTLANDS

A range of modern office spaces is available",,,,65 m²,KSh 84 000,https://www.property24.co.ke/commercial-property-to-rent-in-westlands-116963085,
17,116926712,2 Bedroom House,Muthaiga,"Muthaiga Nairobi, Muthaiga, Nairobi","Located in one of the most desirable parts of Old Muthaiga.
Rent:
USD 3,500 per month",2,3,2,99 m²,KSh 387 000,https://www.property24.co.ke/2-bedroom-house-to-rent-in-muthaiga-116926712,Trisums Investments Co. Ltd
17,116986905,Townhouse,Runda,"Runda Kitisuru, Runda, Nairobi","Old runda
Charming 5 bedrooms with 2sqs villa to let in the leafy suburbs of runda sitting",,,,2321 m²,KSh 450 000,https://www.property24.co.ke/townhouse-to-rent-in-runda-116986905,
17,116981515,1 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","?? Karen 

Studio To Let in Karen 

Guide Rent:Kshs.50,000/-

Features:
?Lounge",1,1,,541 m²,KSh 50 000,https://www.property24.co.ke/1-bedroom-house-to-rent-in-karen-116981515,
18,116936878,3 Bedroom House,Karen,"Mukoma Rd Nairobi, Karen, Nairobi","Fully Furnished 3-Bedroom Bungalow for Rent – Karen Hardy, Mukoma Road
Located in the",3,3,,180 m²,KSh 325 000,https://www.property24.co.ke/3-bedroom-house-to-rent-in-karen-116936878,
18,116983012,3 Bedroom Apartment / Flat,Westlands,"Westlands Highridge, Westlands, Nairobi","To Let – Brookeside
Experience comfort and exclusivity in this elegant apartment located",3,3,2,270 m²,KSh 110 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-westlands-116983012,Trisums Investments Co. Ltd
18,116974080,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Welcome to your new home in the heart of Kilimani, along the serene and accessible Kirichwa",2,2,2,79 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-116974080,Hervic Agencies
18,116978785,3 Bedroom Apartment / Flat,Kileleshwa,"Kieni Rd Nairobi, Kileleshwa, Nairobi","Now letting 3 bedroom Master ensuite
Master bedroom with a ,in",3,4,2,212 m²,KSh 110 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-kileleshwa-116978785,
18,116985317,4 Bedroom Townhouse,Lavington,"Lavington Kileleshwa, Lavington, Nairobi",?? Lavington | Exclusive 5-Bedroom All-En-Suite Townhouse | Private Garden Living in a,4,4,,2321 m²,KSh 420 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-lavington-116985317,
18,116975030,2 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for rent in Riverside.  The,2,2,1,114 m²,KSh 150 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-riverside-116975030,
18,116933448,4 Bedroom House,Karen,"Ndege Rd Nairobi, Karen, Nairobi","Elegant 4-Bedroom Villa for Rent in Karen – Gated Community
Rent: Kshs. 550,000 per",4,4,,300 m²,KSh 550 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933448,
18,116933637,4 Bedroom House,Karen,"Kerarapon Drive Karen, Karen, Nairobi","4-Bedroom All En-Suite Home with Study for Rent – Kerarapon Drive, Karen
Land Size: 0.25",4,4,,300 m²,KSh 200 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933637,
18,116934522,5 Bedroom Townhouse,Lavington,"Convent Dr Nairobi, Lavington, Nairobi","FIVE-BEDROOM ALL ENSUITE PLUS DSQ TOWNHOUSE FOR RENT IN LAVINGTON

An elegant and",5,5,3,350 m²,KSh 350 000,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-lavington-116934522,
18,116990899,2 Bedroom Apartment / Flat,Kileleshwa,"PQ9V+C3J Tabere Cres, Kileleshwa, Nairobi","Features.
. Modern kitchen(fitted with fridge,cooker,washer/dryer).
. Bright spacious",2,2.5,,154 m²,KSh 220 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kileleshwa-116990899,Mambo Properties
18,116977825,4 Bedroom Townhouse,Lavington,"Off James Gichuru Road Nairobi, Lavington, Nairobi","Nestled within a gated community in a serene neighbourhood in Lavington ,this 4 bedroom",4,4.5,2,450 m²,KSh 350 000,https://www.property24.co.ke/4-bedroom-townhouse-to-rent-in-lavington-116977825,Shieldon Relocators
18,116975072,3 Bedroom Apartment / Flat,Riverside,"Riverside Dr Nairobi, Riverside, Nairobi",Elegant two and three bedroom apartments are available  for rent in Riverside.  The,3,2,1,158 m²,KSh 200 000,https://www.property24.co.ke/3-bedroom-apartment-flat-to-rent-in-riverside-116975072,
18,116975798,2 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi",TWO BEDROOM MASTER ENSUITE APARTMENT FOR RENT IN WESTLANDS RHAPTA ROAD -,2,2,1,120 m²,KSh 110 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116975798,
18,116951224,5 Bedroom House,Karen,"Miotoni Rd Karen, Karen, Nairobi","5-Bedroom House for Rent in Karen – Miotoni
Rent: KES 380,000 per month
Land Size: 0.50",5,5,,450 m²,KSh 380 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116951224,
18,116933540,4 Bedroom House,Karen,"Langata N Rd Nairobi, Karen, Nairobi","Spacious 4-Bedroom Villa To Let in Karen
Rent: KES 250,000 per month
This elegant",4,4,,300 m²,KSh 250 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116933540,
18,116973481,2 Bedroom Apartment / Flat,Westlands,"PQRV+J7P Brookside Cl, Westlands, Nairobi",Modern 2-bedroom all-en-suite furnished and unfurnished apartments in Brookside,2,2.5,,154 m²,KSh 330 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-westlands-116973481,Mambo Properties
18,116985098,5 Bedroom Townhouse,Runda,"Runda Kitisuru, Runda, Nairobi","To let.
Runda meadow|Nairobi - 5 Bedrooms townhouse,all ensuite plus DSQ.
- Spacious",5,5,,2321 m²,KSh 401 060,https://www.property24.co.ke/5-bedroom-townhouse-to-rent-in-runda-116985098,
18,116925047,1 Bedroom Apartment / Flat,Westlands,"Rhapta Road Nairobi, Westlands, Nairobi","FURNISHED ONE BEDROOM APARTMENT IN WESTLANDS ( DAILY RATE ) 

AVAILABLE FOR RENT is a",1,1,1,60 m²,KSh 7 000per day,https://www.property24.co.ke/1-bedroom-apartment-flat-to-rent-in-westlands-116925047,
18,116928534,5 Bedroom House,Karen,"Karen Karen, Karen, Nairobi","Charming 5-Bedroom Family Home for Rent in Karen – Ksh 480,000/Month
Location: Karen,",5,5,,450 m²,KSh 480 000,https://www.property24.co.ke/5-bedroom-house-to-rent-in-karen-116928534,
18,116977999,4 Bedroom House,Karen,"Fana Rd Nairobi, Karen, Nairobi","4 Bedroom Villa for rent – Karen’s Most Exclusive Residence
Rent: Ksh 530,000/month
Dare",4,4,,300 m²,KSh 530 000,https://www.property24.co.ke/4-bedroom-house-to-rent-in-karen-116977999,
18,101730286,2 Bedroom Apartment / Flat,Kilimani,"Kilimani Nairobi, Kilimani, Nairobi","Welcome to your new home in the heart of Kilimani, along the serene and accessible Kirichwa",2,2,2,79 m²,KSh 70 000,https://www.property24.co.ke/2-bedroom-apartment-flat-to-rent-in-kilimani-101730286,Hervic Agencies
